Word,Log10Freq,length,RT
unawares,1.1139433523068367,7,890.81
unbalance,0.7781512503836436,8,870.9
unbalanced,1.5440680443502757,9,729.1
unbearable,2.110589710299249,8,834.63
unbearably,1.1139433523068367,9,741.55
unbeatable,1.6020599913279623,8,859.27
unbecoming,1.505149978319906,9,1036.04
unbeknownst,1.1760912590556813,9,1166.62
unbelievable,3.1760912590556813,10,787.79
unbelievably,2.0492180226701815,11,792.39
unbeliever,0.6020599913279624,8,693.69
unbelieving,0.6989700043360189,9,750
unbend,0.3010299956639812,6,737
unbent,0,6,852.42
unbiased,1.1760912590556813,7,823.83
unbidden,0,6,915.53
unbind,0.8450980400142568,6,834.11
unblemished,1.0413926851582251,9,868.43
unborn,2.0644579892269186,6,705.82
unbound,1.0791812460476249,6,654.36
unbounded,0.8450980400142568,8,855.84
unbridled,1.4771212547196624,8,774.46
unbroken,1.3010299956639813,8,596.84
unbuckle,1.255272505103306,6,808.78
unbreakable,1.5440680443502757,9,702.81
unburden,1.0413926851582251,6,831.62
unburdened,0.6989700043360189,7,819.48
unburned,0.9542425094393249,6,833.88
unbutton,1.5797835966168101,6,770.76
uncanny,1.8808135922807914,6,729.68
uncap,0,5,804.61
unceasing,0.9030899869919435,7,807.89
unceasingly,0.6989700043360189,9,1077.9
unceremonious,0.7781512503836436,12,1074.26
uncertain,2.0827853703164503,6,667.44
uncertainties,0.7781512503836436,9,1019.39
uncertainty,1.8388490907372552,8,810.85
unchallenged,1.0791812460476249,9,778.52
unchangeable,0.8450980400142568,9,803.84
unchanged,1.5563025007672873,7,638
uncorked,0.47712125471966244,7,714.19
unchanging,0.9030899869919435,8,768.38
uncharitable,0.47712125471966244,10,962.67
uncharted,1.7781512503836436,8,783.09
unchecked,1.2787536009528289,6,819.97
unchristian,0.8450980400142568,10,1072.32
uncivil,0.47712125471966244,6,879.4
unclaimed,1.2787536009528289,7,711.38
uncle,3.801197834459149,4,621.14
unclean,1.8129133566428555,6,661.79
unclear,1.8750612633917,6,696.06
uncles,2.041392685158225,5,804.4
unclouded,0.3010299956639812,8,914.89
uncluttered,0.6020599913279624,8,852.71
uncomfortable,2.9020028913507296,11,787.84
uncomfortably,0.9542425094393249,12,905.29
uncommitted,0.7781512503836436,9,736.13
uncommon,2.041392685158225,7,759.35
uncommonly,1.1139433523068367,9,768.8
uncommunicative,0.6989700043360189,14,984.19
uncompromising,1.3222192947339193,13,909.23
unconcerned,1.2041199826559248,9,817.82
unconcernedly,0,12,1150.24
unconditional,1.6720978579357175,11,751.55
unconditioned,0,10,803.09
unconnected,1.1139433523068367,10,775.69
unconquerable,0.47712125471966244,10,929.85
unconscious,2.765668554759014,8,789.84
unconsciously,1.6434526764861874,10,949.6
uncork,1.0791812460476249,6,829.58
unconscionable,1.255272505103306,10,1073.85
uncontrollable,1.7481880270062005,12,875.61
unconstitutional,1.2041199826559248,14,803.06
uncontrolled,1.1760912590556813,10,831.22
unconventional,1.6434526764861874,12,981.74
unconvincing,0.6989700043360189,11,922.63
uncooperative,1.505149978319906,11,1064.09
uncouth,1.462397997898956,5,902.67
uncover,1.9912260756924949,6,739.63
uncovered,2.113943352306837,7,640.54
uncritical,0.3010299956639812,9,921.64
uncross,0.6989700043360189,6,790.97
uncrushable,0,9,1024.14
unction,0.9030899869919435,5,1037
uncut,1.6020599913279623,5,712.39
undamaged,1.255272505103306,8,822
undated,0,7,689.96
undaunted,1.146128035678238,8,853.83
undecided,1.255272505103306,9,670.26
undeclared,1.1139433523068367,9,787.72
undecorated,0,10,937.93
undefended,1.0413926851582251,10,949.07
undefined,1,8,805.58
undemocratic,0.47712125471966244,12,998.07
undemonstrative,0,14,1179.78
undeniable,1.6901960800285136,9,838.03
undeniably,1.1139433523068367,10,776.21
undependable,0.8450980400142568,11,850.23
translucence,0,10,889.64
translucent,1.1139433523068367,10,772.79
transmigration,0.6020599913279624,12,1152.65
transmit,2.164352855784437,8,664
transmits,1.3222192947339193,9,818.03
transmission,2.6384892569546374,9,838.25
transmittable,0.3010299956639812,11,878.23
transmitted,2.0086001717619175,10,668.94
transmitter,2.311753861055754,9,649.59
transmitting,1.99563519459755,10,709.88
transmutation,0,12,1123.54
transmute,0.47712125471966244,9,1027.38
transmuted,0,11,836.88
transoceanic,0.3010299956639812,12,1386.25
transom,0.7781512503836436,6,853
transparency,0.6989700043360189,12,906.06
transparent,1.9637878273455553,11,683.13
transpire,0.6989700043360189,8,839.58
transpired,1.3222192947339193,9,905.5
transpiring,0.3010299956639812,10,805.87
transplant,2.4149733479708178,10,665.84
transplantation,0.9030899869919435,13,975.07
transplanted,1.146128035678238,12,767.12
transplanting,0.47712125471966244,12,799.06
transport,2.756636108245848,9,673.61
transportation,2.45178643552429,11,820.29
transported,2.0211892990699383,11,854.59
transporter,1.9138138523837167,10,702.48
transporting,1.8750612633917,11,762.31
transports,1.6334684555795864,10,651.3
transpose,0.6020599913279624,8,849.86
transposed,0.7781512503836436,9,999.04
transposition,0.6989700043360189,11,814.52
transsexual,1.4313637641589874,11,954.15
transshipment,0,11,1668
transverse,1.1760912590556813,8,927.27
transversely,0,10,903.21
transvestite,1.919078092376074,11,984.95
trap,3.084933574936716,4,593.72
trapdoor,1.3222192947339193,7,825.54
trapdoors,0,8,915.33
trapeze,1.8388490907372552,6,833.23
trapezoid,0.47712125471966244,8,770
trapped,3.012837224705172,5,567.26
trapper,1.9242792860618816,5,682.58
trapping,1.5563025007672873,6,700.61
trappings,1.3010299956639813,7,834.66
traps,2.376576957056512,5,675.97
trash,3.059184617631371,4,594.21
trashcan,1.2787536009528289,7,846.04
trashy,1.7323937598229686,5,722.5
trauma,2.9390197764486663,5,763.91
traumatic,2.1398790864012365,8,755.97
travail,0.6020599913279624,6,863.38
travel,3.230959555748569,5,586.91
traveled,2.5352941200427703,6,659.1
traveler,2.187520720836463,6,627.65
travelers,1.9731278535996986,7,621.94
traveling,2.859738566197147,7,646.03
travelled,1.9867717342662448,6,693.76
traveller,1.6020599913279623,6,800.88
travellers,1.3222192947339193,7,767.03
travelling,2.296665190261531,7,690.88
travelogue,0.3010299956639812,8,975
travelogues,0,9,1091.93
travels,2.459392487759231,6,633.22
traverse,1.568201724066995,6,744.44
traversed,0.3010299956639812,7,867.91
traversing,1.0413926851582251,8,997.19
travesty,1.662757831681574,8,850.75
trawl,0.6989700043360189,4,949.13
trawler,1.3617278360175928,5,874.11
tray,2.6127838567197355,3,687
trays,1.8920946026904804,4,621
treacheries,0.3010299956639812,8,853.89
treacherous,2.0453229787866576,8,761.26
treachery,1.9822712330395684,7,736.15
tread,2.0644579892269186,4,731.66
treading,1.4471580313422192,6,772.9
treadmill,1.6232492903979006,7,710.42
treason,2.413299764081252,5,743.67
treasonable,0.7781512503836436,8,864.63
treasonous,0.9542425094393249,7,1020.69
treasure,2.9876662649262746,5,688.71
treasured,1.4771212547196624,6,699.84
treasurer,1.7558748556724915,6,765.69
treasures,2.1172712956557644,6,642.19
treasury,2.287801729930226,6,703.87
treat,3.422589839851482,4,698.63
treatable,1.462397997898956,7,760.33
treated,3.0860037056183818,6,631.06
treaties,1.6232492903979006,6,696.59
treating,2.781755374652469,6,642.97
treatise,1.1760912590556813,6,934.86
treatment,2.9934362304976116,8,758.97
treatments,2.0827853703164503,9,718.56
treats,2.5010592622177517,5,591.53
treaty,2.3783979009481375,5,641.63
treble,0.9542425094393249,5,878.56
tree,3.520483532740792,3,586.7
treelike,0,6,892.84
trees,3.194514341882467,4,606.59
treetops,1.146128035678238,7,743.03
trekked,0.3010299956639812,5,854.18
trellis,1.146128035678238,6,880.47
trellises,0,8,1050.67
tremble,2.0569048513364727,6,651.69
trembled,1.3222192947339193,7,749.91
trembles,1.146128035678238,7,698.38
trembling,2.1335389083702174,8,620.73
tremendous,2.6344772701607315,9,720.97
tremendously,1.724275869600789,11,794.76
tremor,1.6127838567197355,5,682.83
trench,2.1958996524092336,5,594.62
trenchant,0.3010299956639812,8,880.38
trenches,2.03342375548695,7,745.52
trend,2.0253058652647704,5,661.46
trends,1.5563025007672873,6,555.42
trendsetter,0.6020599913279624,9,911.04
trendy,1.6434526764861874,6,611.82
trepidation,0.8450980400142568,9,932.82
trespass,1.863322860120456,7,811.53
trespassed,1.2041199826559248,8,900.43
trespasser,0.7781512503836436,8,951.12
trespasses,1.6434526764861874,9,842.06
tress,0.7781512503836436,4,775.86
trestle,0.9030899869919435,5,753.2
triad,2.2430380486862944,5,812.08
trial,3.401055725771844,5,601.7
trials,2.294466226161593,6,622.39
triangle,2.3384564936046046,7,677.58
triangles,1.3222192947339193,8,642.55
triangular,1.0791812460476249,10,748.35
tribal,1.9777236052888478,5,672.9
tribe,2.5118833609788744,4,622.45
tribes,1.99563519459755,5,638.97
tribesman,0.47712125471966244,8,836.78
tribesmen,1.0791812460476249,8,761.45
tribulation,0.3010299956639812,10,900.61
tribunal,1.7403626894942439,8,786.63
tribunals,0.7781512503836436,9,932.14
tribune,2.012837224705172,7,738.26
tributary,1.2041199826559248,10,855.19
tribute,2.4265112613645754,7,701.38
tributes,0.8450980400142568,8,719.52
triceps,1.1139433523068367,7,763.81
trichinosis,0.47712125471966244,10,1229.14
trick,3.382197210377454,4,619.06
tricked,2.399673721481038,5,628.94
trickery,1.5797835966168101,7,681.79
trickle,1.2041199826559248,5,721
trickling,1.1760912590556813,7,743.22
tricks,2.986323777050765,5,658.47
trickster,1.3424226808222062,7,760.13
tricky,2.6085260335771943,5,615.12
tricolor,0,7,817.42
tricycle,1.4313637641589874,7,752.38
trident,1.380211241711606,6,899.47
tried,3.9790473269479647,4,678.36
tries,2.90687353472207,4,649.22
trifle,2.0293837776852097,5,701.93
trifling,1.5440680443502757,7,965.07
trig,1.591064607026499,4,887.36
trigger,2.935003151453655,5,627.64
triggered,2.100370545117563,6,764.16
trigonometry,1.1760912590556813,12,933.64
trike,0.47712125471966244,4,1025
trilingual,0,10,1083.79
trillion,1.7160033436347992,7,896.68
trilogy,1.505149978319906,7,713.4
trim,2.3384564936046046,4,681.58
trimester,1.6334684555795864,8,985.11
trimmed,1.6720978579357175,5,703.74
trimmer,1.1760912590556813,5,675.71
trimming,1.5185139398778875,6,758.18
trimmings,1.462397997898956,7,692.58
trims,0.6020599913279624,5,742.79
trinket,1.5563025007672873,7,788.34
trinkets,1.6334684555795864,8,804.46
trio,1.8195439355418688,4,704.65
trip,3.623456048069934,4,545.91
tripe,1.6127838567197355,4,697
triple,2.680335513414563,5,781.74
tripled,1.568201724066995,6,714.23
triplet,0.3010299956639812,7,638.09
triplets,1.7853298350107671,8,715.21
triplicate,1.5797835966168101,9,1319.93
tripod,1.662757831681574,6,716.77
tripods,0.47712125471966244,7,770.04
tripped,2.3443922736851106,5,765.15
tripping,2.287801729930226,6,709.06
trips,2.5646660642520893,5,719.87
tripwire,0.6020599913279624,7,1102.32
trite,1.6020599913279623,4,745.84
triumph,2.374748346010104,6,668.32
triumphal,0.6020599913279624,7,802.58
triumphant,1.845098040014257,9,870.67
triumphantly,0.7781512503836436,11,837.13
triumphs,1.5797835966168101,7,770.52
triumvirate,1.4913616938342726,9,905
trivia,1.6532125137753437,6,642.73
trivial,1.968482948553935,7,659.41
trivialize,1.2041199826559248,9,966.36
triviality,0.6989700043360189,10,933.69
troll,2.1398790864012365,4,681.2
trolley,1.8573324964312685,5,698.97
trollop,1.2304489213782739,6,900.73
trolls,1.845098040014257,5,790.93
trombone,1.8129133566428555,7,808.9
troop,2.4712917110589387,4,577.5
trooper,2.3541084391474008,5,604.55
troopers,1.9344984512435677,6,737.09
troops,2.9925535178321354,5,683.41
troopship,0,7,1102.83
trophies,2.0681858617461617,6,685.83
trophy,2.5854607295085006,5,663.88
tropic,1.5563025007672873,6,721.53
tropical,2.2121876044039577,7,613.55
tropics,1.6020599913279623,7,708.22
trot,1.9637878273455553,4,760.25
trotted,0.9030899869919435,6,786.16
troubadour,1.5797835966168101,8,876.09
trouble,4.056942945672877,5,656.61
troubled,2.5390760987927767,6,605.24
troublemaker,2.041392685158225,9,770.75
troubles,2.7730546933642626,6,652.29
troubleshooter,0.8450980400142568,9,916.42
troublesome,1.8976270912904414,7,748.65
troubling,2.0755469613925306,7,714.19
trough,1.8573324964312685,4,784.7
troughs,0.47712125471966244,5,863.76
trounce,0.47712125471966244,5,682.18
troupe,1.954242509439325,4,777.5
troupes,0.3010299956639812,5,781.94
trouser,1.3010299956639813,5,680.25
trousers,2.419955748489758,6,682.35
trout,2.311753861055754,4,686.86
trove,1.2304489213782739,4,737.3
trowel,1.146128035678238,5,619.4
truancy,1.2304489213782739,7,736.04
truant,1.255272505103306,6,842.88
truce,2.342422680822206,4,811.83
truck,3.5700757053216043,4,567.15
trucked,0.6020599913279624,5,716.07
trucker,1.7853298350107671,5,654.18
truckers,1.6020599913279623,6,774.45
trucking,1.724275869600789,6,757.03
trucks,2.7015679850559273,5,557.59
trudge,1.0791812460476249,4,734.77
trudged,0,5,792.33
truer,1.414973347970818,4,817.47
truest,1.3424226808222062,6,879.9
truffle,1.3617278360175928,5,743.84
truism,0.3010299956639812,6,713.87
truly,3.2624510897304293,5,584.47
trump,2.060697840353612,5,680.97
trumpet,2.322219294733919,7,676.24
trumps,1.4471580313422192,6,817.43
truncated,0.3010299956639812,9,943.78
trundle,1.0791812460476249,6,793.57
trundling,0.6020599913279624,8,1001
trunk,3.0043213737826426,5,576.1
trunks,2.1072099696478683,6,573
truss,1.2304489213782739,4,901.83
trusses,0.9030899869919435,6,912.07
trust,3.958420528052518,5,635.59
trusted,2.932473764677153,7,632.06
trustee,1.6232492903979006,6,712.97
trustees,1.8260748027008264,7,752.97
trusteeship,0,9,1204.82
trusting,2.4683473304121573,7,667.56
trustingly,0,9,849.4
trusts,2.2764618041732443,6,642.24
trustworthy,1.9731278535996986,9,722.82
trusty,1.8573324964312685,6,672.77
truth,3.9912703891951,4,623.15
truthful,2.037426497940624,6,619.16
truthfully,2.0791812460476247,7,641.03
truthfulness,0.9542425094393249,9,795.79
truths,1.9084850188786497,5,604.19
try,4.385856412361415,3,553.88
trying,4.358867197666904,5,632.19
tryst,1.3010299956639813,5,722.31
tsar,1.2787536009528289,3,1039.67
tsunami,1.4313637641589874,7,928.05
tub,2.8109042806687006,3,609.88
tuba,1.7853298350107671,4,674.32
tubby,1.4913616938342726,4,785.3
tube,2.9232440186302764,3,590.18
tuber,0.47712125471966244,4,846
tuberculosis,1.505149978319906,12,773.74
tubers,0,5,818.57
tubes,2.5276299008713385,4,645.94
tubing,1.5440680443502757,5,855.61
tubs,1.662757831681574,4,703.82
tubular,1.146128035678238,7,828.89
tuck,2.6085260335771943,3,685.77
tucked,2.1986570869544226,4,763.48
tucking,1.5314789170422551,5,733.79
tuft,0.3010299956639812,4,742.31
tufts,0.9030899869919435,5,849.56
tug,2.146128035678238,3,682.45
tugboat,1.3617278360175928,6,701.66
tugged,1,4,632.67
tugging,1.3222192947339193,5,751.07
tuition,2.3138672203691533,5,661
tulips,1.7634279935629373,6,687.66
tulle,1.255272505103306,3,696.67
tumble,1.8976270912904414,5,685.85
tumbled,1.0791812460476249,6,770.91
tumbler,1.255272505103306,6,779.03
tumbles,0.9542425094393249,6,697.73
tumbleweed,1.3424226808222062,8,856.23
tumbling,1.792391689498254,7,779.66
tummy,2.247973266361807,4,826.52
tumor,2.419955748489758,4,624.63
tumors,1.7403626894942439,5,618
tumult,0.6020599913279624,6,745.07
tumultuous,1.0413926851582251,9,831.48
tuna,2.61066016308988,4,590.45
tundra,1.146128035678238,6,816.14
tune,2.900913067737669,3,590.03
tuned,2.2600713879850747,4,662.03
tunelessly,0.6020599913279624,8,1152.21
tuner,0.9542425094393249,4,780.03
tunes,2.290034611362518,4,621.3
tokens,1.7481880270062005,6,686.41
told,4.552412673602965,4,599.97
tolerable,1.3617278360175928,8,705.55
tolerance,2.113943352306837,8,673.82
tolerant,1.8129133566428555,8,704.38
tolerate,2.5490032620257876,7,653.18
tolerated,1.863322860120456,9,714.88
tolerating,1.0413926851582251,9,833.88
toll,2.2329961103921536,3,666.72
tolled,0.6020599913279624,4,909.05
tollgate,0.3010299956639812,6,825
tollhouse,0.3010299956639812,6,756.69
tolls,1.4771212547196624,4,746.96
tomahawk,1.3424226808222062,7,802.68
tomato,2.4785664955938436,6,640.36
tomatoes,2.342422680822206,7,692.32
tomb,2.4578818967339924,3,598.77
tomboy,1.1760912590556813,5,667.32
tombs,1.7481880270062005,4,645.7
tombstone,2.037426497940624,7,758.13
tombstones,1.0791812460476249,8,663.67
tomcat,1.5314789170422551,6,757.75
tome,1.591064607026499,3,730.33
tomes,0.6020599913279624,4,915.27
tomfoolery,1.2304489213782739,9,948.55
tomorrow,4.233858762564828,6,613.03
ton,2.582063362911709,3,660.65
tonal,0.47712125471966244,4,742.67
tonality,0.3010299956639812,8,783.08
tone,2.934498451243568,3,636.94
toneless,0,6,869.2
toner,1.6434526764861874,4,692.91
tones,2,4,622.71
tongs,1.6020599913279623,4,992.59
tongue,3.2011238972073794,3,596.82
tongued,0,4,738.38
tongues,2.1958996524092336,4,620.18
tonic,2.290034611362518,5,636.33
tonics,1.1760912590556813,6,736.28
tonight,4.323190201060211,5,654.06
tonnage,1.1139433523068367,5,1215.2
tons,2.681241237375587,4,645.06
tonsil,1.255272505103306,6,746
tonsillitis,0,10,975.92
too,4.844787718827846,2,575.91
took,4.241894971630702,3,623.97
tool,2.738780558484369,3,573.24
tooling,1.2787536009528289,5,638.08
tools,2.7535830588929064,4,507.75
toot,1.9030899869919435,3,769.81
tooth,2.840106094456758,3,634.56
toothache,1.7634279935629373,5,749
toothbrush,2.406540180433955,7,622.69
toothless,1.4471580313422192,6,689.29
toothpaste,2.2041199826559246,7,641.54
toothpick,1.7160033436347992,6,628.06
toothsome,0.3010299956639812,5,827.47
toothy,0.6989700043360189,4,754.3
tootsie,1.845098040014257,5,705.18
tootsy,0.47712125471966244,5,857.11
top,3.8328281295393536,3,563.09
topaz,1.7075701760979363,5,739.26
topcoat,1.0791812460476249,6,870.42
topcoats,0.6020599913279624,7,786.83
topic,2.432969290874406,5,632.24
topical,1.414973347970818,6,714.83
topics,1.6720978579357175,6,710
topknot,0.9030899869919435,6,766.17
topless,2,6,656.59
topmost,0.47712125471966244,7,860.43
topnotch,1.3010299956639813,6,856.36
topographic,0,10,992.67
topography,1.1139433523068367,9,831.57
topped,1.6812412373755872,4,705.47
toppers,0.7781512503836436,5,721.76
topping,1.6532125137753437,5,639.13
toppings,1.2787536009528289,6,680.59
topple,1.505149978319906,4,699.17
toppled,1.0791812460476249,5,713.38
toppling,1.1139433523068367,6,786.21
tops,2.574031267727719,4,657.44
topsail,0.8450980400142568,6,815.42
topside,1.8195439355418688,6,660.82
topsoil,1,6,821.45
torch,2.404833716619938,4,639.97
torches,1.7781512503836436,6,628
torchlight,0.6020599913279624,7,740.52
tore,2.6263403673750423,3,691.31
torment,2.143014800254095,7,779.52
tormented,1.724275869600789,9,681.5
tormenting,1.568201724066995,9,765.52
tormentor,0.47712125471966244,8,882.82
torn,2.7427251313046983,4,612.21
tornado,2.113943352306837,7,617.42
tornadoes,1.3222192947339193,8,668.79
torpedo,2.513217600067939,7,805.55
torpedoes,2.1789769472931693,8,884.96
torpidity,0.3010299956639812,9,1043.63
torque,1.568201724066995,4,700.05
torrent,1.3222192947339193,6,814.04
torrential,0.7781512503836436,7,908.16
torrents,0.6020599913279624,7,818.15
torrid,1.4471580313422192,5,734.63
torsion,0.47712125471966244,5,864.86
torso,1.9731278535996986,5,638.76
torsos,0.47712125471966244,6,806.88
tort,0.9542425094393249,4,784.41
tortilla,1.2041199826559248,6,734.53
tortoise,1.7558748556724915,6,785.79
tortoises,0.9542425094393249,8,764.25
tortoiseshell,0.47712125471966244,9,1003.69
tortuous,0.7781512503836436,7,806.37
torture,2.9095560292411755,5,649.03
tortured,2.5809249756756194,6,723.42
tortures,1.7323937598229686,6,823.03
toss,2.800717078282385,3,614.82
tossed,2.6242820958356683,4,689.26
tosses,1.462397997898956,5,800.24
tossing,2.143014800254095,5,648.8
tot,1.7323937598229686,3,724.71
total,3.2833012287035497,4,570.88
totaled,1.7634279935629373,5,824.85
totaling,1,6,741.32
totalitarian,0.9030899869919435,12,893.92
totalitarianism,0.3010299956639812,15,1003.14
totality,0.8450980400142568,8,856.26
totalled,1.3424226808222062,5,799.93
totally,3.641176546613114,5,602.61
totals,1.255272505103306,5,643.03
tote,1.7403626894942439,3,754.53
totem,1.6434526764861874,5,758.56
totemic,0,7,895
totter,0.3010299956639812,4,840.57
tottering,0,6,888.05
toucan,0.6020599913279624,5,897.87
touch,3.877025615867249,3,546.44
touchdown,2.403120521175818,6,692.94
touchdowns,1.6989700043360187,7,784.42
touched,3.1775364999298623,4,602.58
touches,2.5390760987927767,5,627.33
touching,2.948412965778601,5,642.74
touchstone,1,7,700.42
touchy,2.2041199826559246,4,723.24
tough,3.664265800147675,3,592.13
toughen,1.4771212547196624,4,853.89
tougher,2.4409090820652177,4,611.48
toughest,2.3138672203691533,6,656.55
toughie,1,4,928.92
toughness,1.146128035678238,6,673.55
toughs,0.3010299956639812,4,799.19
toupee,1.806179973983887,4,786.95
tour,3.1961761850399735,3,618.91
toured,1.662757831681574,4,878.13
touring,1.8864907251724818,5,703.97
tourism,1.5185139398778875,6,622.82
tourist,2.374748346010104,6,612.16
tourists,2.4409090820652177,7,636.84
tournament,2.6665179805548807,9,744.55
tournaments,1.5440680443502757,10,784.88
tourney,0.8450980400142568,5,819.27
tourniquet,1.6989700043360187,7,786.65
tours,2.12057393120585,4,571.46
tousled,0.6989700043360189,5,762.44
tout,1.7403626894942439,3,824.06
tow,2.469822015978163,2,716.04
towed,1.8129133566428555,3,694.29
towel,2.858537197569639,4,546.21
toweling,0.3010299956639812,6,828.63
towels,2.6848453616444123,5,620.75
tower,3.0663259253620376,3,651.22
towering,1.505149978319906,5,682.94
towers,2.439332693830263,4,621.82
towline,1.0791812460476249,5,998.76
town,4.101884487167542,3,603.39
towns,2.4638929889859074,4,642.75
townsfolk,1.3010299956639813,7,701.54
township,1.3979400086720377,6,752.38
townships,0.6989700043360189,7,680
townsman,0.47712125471966244,7,782.19
townsmen,0.6020599913279624,7,733.76
towpath,0,5,676.5
toxic,2.3979400086720375,6,584.61
toxicity,1.380211241711606,9,771.16
townspeople,1.7403626894942439,8,776.78
toxicology,1.724275869600789,11,998.5
toxin,1.662757831681574,5,661.1
toy,2.9339931638312424,2,617.45
toying,1.7558748556724915,4,727.5
toys,2.82865989653532,3,549.61
trace,2.9951962915971793,4,603.88
traceable,1.380211241711606,7,933.62
traced,2.342422680822206,5,640.56
tracer,1.9344984512435677,5,709.15
tracers,1.0791812460476249,6,713.21
traces,2.4099331233312946,6,685.57
trachea,1.5440680443502757,6,769.52
tracing,1.9344984512435677,6,642.61
tracings,0.6989700043360189,7,782.93
track,3.4537768596904423,4,562.38
tracked,2.3979400086720375,5,725.15
tracker,1.919078092376074,5,796.03
tracking,2.8273692730538253,6,561.88
trackless,0.9542425094393249,7,823.97
tracks,2.931457870689005,5,606.15
tracksuit,0.6020599913279624,7,987.61
tract,1.863322860120456,5,649.2
tractable,0,8,1020.17
traction,1.9822712330395684,6,846.07
tractor,2.278753600952829,6,617.94
tractors,1.4771212547196624,7,731.85
tracts,0.9030899869919435,6,712.03
trade,3.254064452914338,4,571.38
traded,2.346352974450639,6,790.28
trademark,1.8750612633917,8,622.5
trademarks,0.8450980400142568,9,757.12
trader,1.9030899869919435,5,706.45
traders,1.5185139398778875,6,638.16
trades,1.806179973983887,5,629.62
tradesman,0.7781512503836436,8,767.55
tradesmen,0.6989700043360189,8,661.29
tradespeople,0.3010299956639812,9,1108.89
trading,2.484299839346786,6,669.1
tradition,2.8432327780980096,7,697.32
traditional,2.6180480967120925,9,663.79
traditionalists,0.3010299956639812,13,977.97
traditionalism,0.3010299956639812,12,863.22
traditionalist,1.146128035678238,12,837.33
traditionally,1.6720978579357175,10,818.65
traditions,2.0211892990699383,8,663.33
traffic,3.162564406523019,6,584.35
trafficked,0,7,971.11
trafficker,0.9030899869919435,7,954.88
tragedians,0,10,917.18
tragedies,1.6989700043360187,8,773.45
tragedy,2.859138297294531,7,640.74
tragic,2.795184589682424,6,657.97
tragically,1.8325089127062364,8,763.73
trail,2.9907826918031377,4,595.41
trailed,1.4471580313422192,5,707.42
trailer,2.762678563727436,5,607.81
trailers,1.4471580313422192,6,633.07
trailing,1.9030899869919435,6,713.12
trails,2.03342375548695,5,699.6
train,3.68556261115823,4,581.26
trained,2.983175072037813,5,584.27
trainee,1.8325089127062364,5,776.41
trainer,2.4533183400470375,5,638.36
training,3.2533380053261065,6,630.06
trainman,0.8450980400142568,7,824.25
trains,2.6190933306267428,5,596.82
traipse,1.146128035678238,5,836.11
traipsing,1.4471580313422192,7,1013.29
trait,1.7403626894942439,4,627.79
traitor,2.7323937598229686,5,657.88
traitorous,1.380211241711606,7,1090
traitors,2.060697840353612,6,713.55
traits,1.7634279935629373,5,656.1
trajectory,1.9731278535996986,10,819.37
tram,1.845098040014257,4,821.64
tramline,0,7,1045
tramp,2.6263403673750423,5,683.71
tramped,0.6020599913279624,6,765.09
trample,1.6127838567197355,6,692.44
trampled,1.806179973983887,7,744.34
trampling,1.2304489213782739,8,680.87
trampoline,1.5314789170422551,9,802.69
tramway,0.3010299956639812,6,910.43
trance,2.428134794028789,5,756.76
trances,0.9542425094393249,7,819.56
tranquil,1.6232492903979006,8,757.39
tranquility,1.568201724066995,11,732.94
tranquilizer,1.9637878273455553,11,777.24
tranquilizers,1.6532125137753437,12,803.85
tranquillity,1.1760912590556813,11,740.97
transact,1.0413926851582251,8,1084.71
transaction,2.1760912590556813,9,799.33
transactions,1.7481880270062005,10,761.61
transatlantic,1.505149978319906,13,1059.25
transcend,1.380211241711606,8,757.68
transcended,0.9542425094393249,10,852.13
transcendence,0.6989700043360189,11,796.89
transcendent,1.3222192947339193,11,892.9
transcending,0.6020599913279624,10,945.72
transcends,1.3617278360175928,9,790.67
transcribe,0.7781512503836436,9,810.74
transcendental,0.8450980400142568,11,1001
transcendentalism,0.3010299956639812,14,1026.85
transcendentalist,0,14,1024.85
transcendentalists,0,15,1151.68
transcontinental,1.2041199826559248,14,959
transcribed,1.146128035678238,10,836.56
transcript,2.848189116991399,10,766.74
transcription,1.5185139398778875,11,770.85
transcripts,1.8920946026904804,11,697.59
transducer,1,9,966.05
transducers,0.3010299956639812,10,1082
transfer,3.0203612826477078,7,554.91
transferable,0.6020599913279624,10,906.13
transference,1.6434526764861874,10,942.68
transferral,0,9,879.44
transferred,2.7774268223893115,8,830.58
transferring,2.0791812460476247,9,886.03
transfers,1.806179973983887,8,748.52
transfiguration,0,14,1004.58
transform,2.0492180226701815,9,690.67
transformation,2.0043213737826426,11,757.56
transformed,2.0043213737826426,10,748.94
transformer,1.4313637641589874,10,670.36
transformers,1.414973347970818,11,817.79
transforming,1.4771212547196624,11,794.66
transforms,1.3222192947339193,10,668.56
transfuse,1.1760912590556813,9,842.72
transfusion,1.8920946026904804,10,822.33
transfusions,1.4313637641589874,11,827.9
transgress,0.8450980400142568,9,885.36
transgressed,0.6989700043360189,10,1145.48
transgression,1.3979400086720377,10,820.59
transience,0.3010299956639812,9,899.3
transient,1.7160033436347992,9,753.48
transients,1.1139433523068367,10,848.22
transistor,1.4771212547196624,9,784.46
transistors,1,10,935.67
transit,2.2095150145426308,7,765.19
transition,2.2013971243204513,8,717.58
transitional,1.3617278360175928,10,999.88
transitions,1,9,733.29
transitive,0.7781512503836436,9,789.96
transitory,1.0791812460476249,10,938.76
translate,2.3909351071033793,8,678.59
translated,2.103803720955957,10,723.38
translates,1.8692317197309762,9,679.18
translating,1.8260748027008264,10,720.14
