Angle,UglyCat,ID
Level,not_ugly,ppt_57
Level,not_ugly,ppt_57
Level,not_ugly,ppt_57
FromBelow,ugly,ppt_57
FromBelow,ugly,ppt_57
FromBelow,ugly,ppt_58
FromBelow,ugly,ppt_58
Level,not_ugly,ppt_58
Level,not_ugly,ppt_58
FromBelow,not_ugly,ppt_58
FromBelow,not_ugly,ppt_58
Level,not_ugly,ppt_58
Level,not_ugly,ppt_58
FromBelow,ugly,ppt_58
FromBelow,ugly,ppt_58
Level,not_ugly,ppt_58
Level,not_ugly,ppt_58
Level,not_ugly,ppt_58
Level,not_ugly,ppt_58
FromBelow,not_ugly,ppt_58
FromBelow,not_ugly,ppt_58
FromBelow,not_ugly,ppt_59
FromBelow,not_ugly,ppt_59
Level,not_ugly,ppt_59
Level,not_ugly,ppt_59
FromBelow,not_ugly,ppt_59
FromBelow,not_ugly,ppt_59
Level,not_ugly,ppt_59
Level,not_ugly,ppt_59
FromBelow,not_ugly,ppt_59
FromBelow,not_ugly,ppt_59
Level,not_ugly,ppt_59
Level,ugly,ppt_59
Level,not_ugly,ppt_59
Level,not_ugly,ppt_59
FromBelow,not_ugly,ppt_59
FromBelow,not_ugly,ppt_59
FromBelow,ugly,ppt_60
FromBelow,ugly,ppt_60
Level,ugly,ppt_60
Level,not_ugly,ppt_60
FromBelow,ugly,ppt_60
FromBelow,ugly,ppt_60
Level,not_ugly,ppt_60
Level,not_ugly,ppt_60
FromBelow,ugly,ppt_60
FromBelow,ugly,ppt_60
Level,not_ugly,ppt_60
Level,not_ugly,ppt_60
Level,not_ugly,ppt_60
Level,not_ugly,ppt_60
FromBelow,ugly,ppt_60
FromBelow,not_ugly,ppt_60
FromBelow,ugly,ppt_61
FromBelow,ugly,ppt_61
Level,ugly,ppt_61
Level,ugly,ppt_61
FromBelow,ugly,ppt_61
FromBelow,ugly,ppt_61
Level,ugly,ppt_61
Level,ugly,ppt_61
FromBelow,ugly,ppt_61
FromBelow,ugly,ppt_61
Level,not_ugly,ppt_61
Level,not_ugly,ppt_61
Level,ugly,ppt_61
Level,ugly,ppt_61
FromBelow,ugly,ppt_61
FromBelow,ugly,ppt_61
FromBelow,ugly,ppt_62
FromBelow,ugly,ppt_62
Level,ugly,ppt_62
Level,ugly,ppt_62
FromBelow,ugly,ppt_62
FromBelow,ugly,ppt_62
Level,not_ugly,ppt_62
Level,not_ugly,ppt_62
FromBelow,ugly,ppt_62
FromBelow,not_ugly,ppt_62
Level,not_ugly,ppt_62
Level,ugly,ppt_62
Level,ugly,ppt_62
Level,not_ugly,ppt_62
FromBelow,not_ugly,ppt_62
FromBelow,ugly,ppt_62
FromBelow,ugly,ppt_63
FromBelow,ugly,ppt_63
Level,ugly,ppt_63
Level,ugly,ppt_63
FromBelow,ugly,ppt_63
FromBelow,ugly,ppt_63
Level,not_ugly,ppt_63
Level,ugly,ppt_63
FromBelow,ugly,ppt_63
FromBelow,ugly,ppt_63
Level,not_ugly,ppt_63
Level,not_ugly,ppt_63
Level,not_ugly,ppt_63
Level,not_ugly,ppt_63
FromBelow,ugly,ppt_63
FromBelow,ugly,ppt_63
FromBelow,ugly,ppt_64
FromBelow,ugly,ppt_64
Level,not_ugly,ppt_64
Level,ugly,ppt_64
FromBelow,not_ugly,ppt_64
FromBelow,not_ugly,ppt_64
Level,not_ugly,ppt_64
Level,not_ugly,ppt_64
FromBelow,not_ugly,ppt_64
FromBelow,not_ugly,ppt_64
Level,not_ugly,ppt_64
Level,not_ugly,ppt_64
Level,not_ugly,ppt_64
Level,not_ugly,ppt_64
FromBelow,not_ugly,ppt_64
FromBelow,ugly,ppt_64
FromBelow,ugly,ppt_65
FromBelow,not_ugly,ppt_65
Level,ugly,ppt_65
Level,not_ugly,ppt_65
FromBelow,not_ugly,ppt_65
FromBelow,not_ugly,ppt_65
Level,not_ugly,ppt_65
Level,not_ugly,ppt_65
FromBelow,ugly,ppt_65
FromBelow,ugly,ppt_65
Level,ugly,ppt_65
Level,ugly,ppt_65
Level,ugly,ppt_65
Level,ugly,ppt_65
FromBelow,ugly,ppt_65
FromBelow,ugly,ppt_65
FromBelow,ugly,ppt_66
FromBelow,not_ugly,ppt_66
Level,not_ugly,ppt_66
Level,not_ugly,ppt_66
FromBelow,not_ugly,ppt_66
FromBelow,not_ugly,ppt_66
Level,not_ugly,ppt_66
Level,not_ugly,ppt_66
FromBelow,not_ugly,ppt_66
FromBelow,not_ugly,ppt_66
Level,not_ugly,ppt_66
Level,not_ugly,ppt_66
Level,not_ugly,ppt_66
Level,not_ugly,ppt_66
FromBelow,not_ugly,ppt_66
FromBelow,not_ugly,ppt_66
FromBelow,ugly,ppt_67
FromBelow,not_ugly,ppt_67
Level,ugly,ppt_67
Level,not_ugly,ppt_67
FromBelow,not_ugly,ppt_67
FromBelow,not_ugly,ppt_67
Level,ugly,ppt_67
Level,ugly,ppt_67
FromBelow,ugly,ppt_67
FromBelow,not_ugly,ppt_67
Level,not_ugly,ppt_67
Level,not_ugly,ppt_67
Level,not_ugly,ppt_67
Level,not_ugly,ppt_67
FromBelow,not_ugly,ppt_67
FromBelow,not_ugly,ppt_67
FromBelow,ugly,ppt_68
FromBelow,ugly,ppt_68
Level,not_ugly,ppt_68
Level,not_ugly,ppt_68
FromBelow,not_ugly,ppt_68
FromBelow,not_ugly,ppt_68
Level,not_ugly,ppt_68
Level,not_ugly,ppt_68
FromBelow,ugly,ppt_68
FromBelow,ugly,ppt_68
Level,not_ugly,ppt_68
Level,not_ugly,ppt_68
Level,not_ugly,ppt_68
Level,not_ugly,ppt_68
FromBelow,ugly,ppt_68
FromBelow,ugly,ppt_68
FromBelow,ugly,ppt_69
FromBelow,ugly,ppt_69
Level,ugly,ppt_69
Level,not_ugly,ppt_69
FromBelow,ugly,ppt_69
FromBelow,ugly,ppt_69
Level,not_ugly,ppt_69
Level,not_ugly,ppt_69
FromBelow,ugly,ppt_69
FromBelow,ugly,ppt_69
Level,not_ugly,ppt_69
Level,not_ugly,ppt_69
Level,ugly,ppt_69
Level,not_ugly,ppt_69
FromBelow,ugly,ppt_69
FromBelow,ugly,ppt_69
FromBelow,not_ugly,ppt_70
FromBelow,ugly,ppt_70
Level,not_ugly,ppt_70
Level,ugly,ppt_70
FromBelow,ugly,ppt_70
FromBelow,not_ugly,ppt_70
Level,not_ugly,ppt_70
Level,not_ugly,ppt_70
FromBelow,ugly,ppt_70
FromBelow,ugly,ppt_70
Level,not_ugly,ppt_70
Level,ugly,ppt_70
Level,ugly,ppt_70
Level,not_ugly,ppt_70
FromBelow,ugly,ppt_70
FromBelow,not_ugly,ppt_70
FromBelow,not_ugly,ppt_71
FromBelow,ugly,ppt_71
Level,ugly,ppt_71
Level,ugly,ppt_71
FromBelow,ugly,ppt_71
FromBelow,not_ugly,ppt_71
Level,ugly,ppt_71
Level,ugly,ppt_71
FromBelow,ugly,ppt_71
FromBelow,ugly,ppt_71
Level,ugly,ppt_71
Level,ugly,ppt_71
Level,ugly,ppt_71
Level,ugly,ppt_71
FromBelow,ugly,ppt_71
FromBelow,ugly,ppt_71
FromBelow,ugly,ppt_72
FromBelow,ugly,ppt_72
Level,ugly,ppt_72
Level,not_ugly,ppt_72
FromBelow,ugly,ppt_72
FromBelow,ugly,ppt_72
Level,ugly,ppt_72
Level,ugly,ppt_72
FromBelow,ugly,ppt_72
FromBelow,not_ugly,ppt_72
Level,not_ugly,ppt_72
Level,ugly,ppt_72
Level,not_ugly,ppt_72
Level,not_ugly,ppt_72
FromBelow,ugly,ppt_72
FromBelow,not_ugly,ppt_72
FromBelow,ugly,ppt_73
FromBelow,ugly,ppt_73
Level,not_ugly,ppt_73
Level,not_ugly,ppt_73
FromBelow,ugly,ppt_73
FromBelow,ugly,ppt_73
Level,not_ugly,ppt_73
Level,ugly,ppt_73
FromBelow,ugly,ppt_73
FromBelow,ugly,ppt_73
Level,ugly,ppt_73
Level,ugly,ppt_73
Level,ugly,ppt_73
Level,ugly,ppt_73
FromBelow,ugly,ppt_73
FromBelow,ugly,ppt_73
FromBelow,not_ugly,ppt_74
FromBelow,ugly,ppt_74
Level,ugly,ppt_74
Level,not_ugly,ppt_74
FromBelow,not_ugly,ppt_74
FromBelow,not_ugly,ppt_74
Level,not_ugly,ppt_74
Level,ugly,ppt_74
FromBelow,ugly,ppt_74
FromBelow,ugly,ppt_74
Level,not_ugly,ppt_74
Level,not_ugly,ppt_74
Level,not_ugly,ppt_74
Level,not_ugly,ppt_74
FromBelow,ugly,ppt_74
FromBelow,ugly,ppt_74
FromBelow,ugly,ppt_75
FromBelow,ugly,ppt_75
Level,ugly,ppt_75
Level,ugly,ppt_75
FromBelow,ugly,ppt_75
FromBelow,ugly,ppt_75
Level,ugly,ppt_75
Level,ugly,ppt_75
FromBelow,not_ugly,ppt_75
FromBelow,not_ugly,ppt_75
Level,ugly,ppt_75
Level,not_ugly,ppt_75
Level,ugly,ppt_75
Level,not_ugly,ppt_75
FromBelow,ugly,ppt_75
FromBelow,ugly,ppt_75
FromBelow,ugly,ppt_76
FromBelow,ugly,ppt_76
Level,ugly,ppt_76
Level,ugly,ppt_76
FromBelow,ugly,ppt_76
FromBelow,ugly,ppt_76
Level,ugly,ppt_76
Level,ugly,ppt_76
FromBelow,ugly,ppt_76
FromBelow,ugly,ppt_76
Level,ugly,ppt_76
Level,ugly,ppt_76
Level,ugly,ppt_76
Level,ugly,ppt_76
FromBelow,ugly,ppt_76
FromBelow,ugly,ppt_76
FromBelow,ugly,ppt_77
FromBelow,ugly,ppt_77
Level,not_ugly,ppt_77
Level,not_ugly,ppt_77
FromBelow,ugly,ppt_77
FromBelow,not_ugly,ppt_77
Level,not_ugly,ppt_77
Level,not_ugly,ppt_77
FromBelow,ugly,ppt_77
FromBelow,not_ugly,ppt_77
Level,not_ugly,ppt_77
Level,not_ugly,ppt_77
Level,not_ugly,ppt_77
Level,not_ugly,ppt_77
FromBelow,not_ugly,ppt_77
FromBelow,ugly,ppt_77
FromBelow,ugly,ppt_78
FromBelow,ugly,ppt_78
Level,ugly,ppt_78
Level,ugly,ppt_78
FromBelow,ugly,ppt_78
FromBelow,ugly,ppt_78
Level,not_ugly,ppt_78
Level,not_ugly,ppt_78
FromBelow,ugly,ppt_78
FromBelow,ugly,ppt_78
Level,ugly,ppt_78
Level,not_ugly,ppt_78
Level,ugly,ppt_78
Level,not_ugly,ppt_78
FromBelow,ugly,ppt_78
FromBelow,ugly,ppt_78
FromBelow,ugly,ppt_79
FromBelow,ugly,ppt_79
Level,ugly,ppt_79
Level,not_ugly,ppt_79
FromBelow,ugly,ppt_79
FromBelow,ugly,ppt_79
Level,not_ugly,ppt_79
Level,not_ugly,ppt_79
FromBelow,ugly,ppt_79
FromBelow,not_ugly,ppt_79
Level,not_ugly,ppt_79
Level,not_ugly,ppt_79
Level,ugly,ppt_79
Level,not_ugly,ppt_79
FromBelow,not_ugly,ppt_79
FromBelow,ugly,ppt_79
FromBelow,ugly,ppt_80
FromBelow,ugly,ppt_80
Level,ugly,ppt_80
Level,ugly,ppt_80
FromBelow,ugly,ppt_80
FromBelow,not_ugly,ppt_80
Level,not_ugly,ppt_80
Level,not_ugly,ppt_80
FromBelow,not_ugly,ppt_80
FromBelow,not_ugly,ppt_80
Level,not_ugly,ppt_80
Level,not_ugly,ppt_80
Level,not_ugly,ppt_80
Level,not_ugly,ppt_80
FromBelow,not_ugly,ppt_80
FromBelow,not_ugly,ppt_80
FromBelow,not_ugly,ppt_81
FromBelow,not_ugly,ppt_81
Level,not_ugly,ppt_81
Level,ugly,ppt_81
FromBelow,ugly,ppt_81
FromBelow,not_ugly,ppt_81
Level,ugly,ppt_81
Level,ugly,ppt_81
FromBelow,not_ugly,ppt_81
FromBelow,not_ugly,ppt_81
Level,not_ugly,ppt_81
Level,not_ugly,ppt_81
Level,ugly,ppt_81
Level,ugly,ppt_81
FromBelow,not_ugly,ppt_81
FromBelow,not_ugly,ppt_81
FromBelow,ugly,ppt_82
FromBelow,ugly,ppt_82
Level,not_ugly,ppt_82
Level,ugly,ppt_82
FromBelow,not_ugly,ppt_82
FromBelow,not_ugly,ppt_82
Level,ugly,ppt_82
Level,not_ugly,ppt_82
FromBelow,ugly,ppt_82
FromBelow,ugly,ppt_82
Level,ugly,ppt_82
Level,ugly,ppt_82
Level,ugly,ppt_82
Level,ugly,ppt_82
FromBelow,ugly,ppt_82
FromBelow,ugly,ppt_82
FromBelow,ugly,ppt_83
FromBelow,not_ugly,ppt_83
Level,not_ugly,ppt_83
Level,not_ugly,ppt_83
FromBelow,not_ugly,ppt_83
FromBelow,not_ugly,ppt_83
Level,not_ugly,ppt_83
Level,not_ugly,ppt_83
FromBelow,not_ugly,ppt_83
FromBelow,ugly,ppt_83
Level,not_ugly,ppt_83
Level,not_ugly,ppt_83
Level,not_ugly,ppt_83
Level,not_ugly,ppt_83
FromBelow,not_ugly,ppt_83
FromBelow,ugly,ppt_83
FromBelow,not_ugly,ppt_84
FromBelow,not_ugly,ppt_84
Level,not_ugly,ppt_84
Level,not_ugly,ppt_84
FromBelow,not_ugly,ppt_84
FromBelow,not_ugly,ppt_84
Level,not_ugly,ppt_84
Level,not_ugly,ppt_84
FromBelow,ugly,ppt_84
FromBelow,ugly,ppt_84
Level,not_ugly,ppt_84
Level,not_ugly,ppt_84
Level,ugly,ppt_84
Level,ugly,ppt_84
FromBelow,ugly,ppt_84
FromBelow,not_ugly,ppt_84
FromBelow,ugly,ppt_85
FromBelow,ugly,ppt_85
Level,ugly,ppt_85
Level,not_ugly,ppt_85
FromBelow,ugly,ppt_85
FromBelow,ugly,ppt_85
Level,not_ugly,ppt_85
Level,ugly,ppt_85
FromBelow,not_ugly,ppt_85
FromBelow,not_ugly,ppt_85
Level,not_ugly,ppt_85
Level,ugly,ppt_85
Level,ugly,ppt_85
Level,ugly,ppt_85
FromBelow,ugly,ppt_85
FromBelow,ugly,ppt_85
FromBelow,ugly,ppt_86
FromBelow,ugly,ppt_86
Level,not_ugly,ppt_86
Level,ugly,ppt_86
FromBelow,ugly,ppt_86
FromBelow,ugly,ppt_86
Level,not_ugly,ppt_86
Level,not_ugly,ppt_86
FromBelow,ugly,ppt_86
FromBelow,ugly,ppt_86
Level,not_ugly,ppt_86
Level,not_ugly,ppt_86
Level,ugly,ppt_86
Level,ugly,ppt_86
FromBelow,ugly,ppt_86
FromBelow,ugly,ppt_86
FromBelow,ugly,ppt_87
FromBelow,ugly,ppt_87
Level,not_ugly,ppt_87
Level,not_ugly,ppt_87
FromBelow,ugly,ppt_87
FromBelow,ugly,ppt_87
Level,not_ugly,ppt_87
Level,not_ugly,ppt_87
FromBelow,ugly,ppt_87
FromBelow,ugly,ppt_87
Level,not_ugly,ppt_87
Level,not_ugly,ppt_87
Level,not_ugly,ppt_87
Level,not_ugly,ppt_87
FromBelow,ugly,ppt_87
FromBelow,ugly,ppt_87
FromBelow,ugly,ppt_88
FromBelow,ugly,ppt_88
Level,not_ugly,ppt_88
Level,ugly,ppt_88
FromBelow,not_ugly,ppt_88
FromBelow,not_ugly,ppt_88
Level,not_ugly,ppt_88
Level,not_ugly,ppt_88
FromBelow,not_ugly,ppt_88
FromBelow,not_ugly,ppt_88
Level,not_ugly,ppt_88
Level,not_ugly,ppt_88
Level,ugly,ppt_88
Level,not_ugly,ppt_88
FromBelow,not_ugly,ppt_88
FromBelow,not_ugly,ppt_88
FromBelow,not_ugly,ppt_89
FromBelow,not_ugly,ppt_89
Level,not_ugly,ppt_89
Level,ugly,ppt_89
FromBelow,ugly,ppt_89
FromBelow,not_ugly,ppt_89
Level,not_ugly,ppt_89
Level,not_ugly,ppt_89
FromBelow,not_ugly,ppt_89
FromBelow,not_ugly,ppt_89
Level,not_ugly,ppt_89
Level,not_ugly,ppt_89
Level,not_ugly,ppt_89
Level,not_ugly,ppt_89
FromBelow,not_ugly,ppt_89
FromBelow,not_ugly,ppt_89
FromBelow,ugly,ppt_90
FromBelow,ugly,ppt_90
Level,not_ugly,ppt_90
Level,not_ugly,ppt_90
FromBelow,ugly,ppt_90
FromBelow,not_ugly,ppt_90
Level,not_ugly,ppt_90
Level,not_ugly,ppt_90
FromBelow,ugly,ppt_90
FromBelow,ugly,ppt_90
Level,ugly,ppt_90
Level,ugly,ppt_90
Level,ugly,ppt_90
Level,ugly,ppt_90
FromBelow,ugly,ppt_90
FromBelow,ugly,ppt_90
FromBelow,ugly,ppt_91
FromBelow,ugly,ppt_91
Level,not_ugly,ppt_91
Level,ugly,ppt_91
FromBelow,not_ugly,ppt_91
FromBelow,not_ugly,ppt_91
Level,not_ugly,ppt_91
Level,not_ugly,ppt_91
FromBelow,ugly,ppt_91
FromBelow,ugly,ppt_91
Level,not_ugly,ppt_91
Level,not_ugly,ppt_91
Level,not_ugly,ppt_91
Level,not_ugly,ppt_91
FromBelow,ugly,ppt_91
FromBelow,ugly,ppt_91
FromBelow,ugly,ppt_92
FromBelow,ugly,ppt_92
Level,ugly,ppt_92
Level,not_ugly,ppt_92
FromBelow,ugly,ppt_92
FromBelow,not_ugly,ppt_92
Level,not_ugly,ppt_92
Level,not_ugly,ppt_92
FromBelow,ugly,ppt_92
FromBelow,ugly,ppt_92
Level,not_ugly,ppt_92
Level,not_ugly,ppt_92
Level,ugly,ppt_92
Level,not_ugly,ppt_92
FromBelow,ugly,ppt_92
FromBelow,ugly,ppt_92
FromBelow,not_ugly,ppt_93
FromBelow,ugly,ppt_93
Level,not_ugly,ppt_93
Level,ugly,ppt_93
FromBelow,not_ugly,ppt_93
FromBelow,ugly,ppt_93
Level,ugly,ppt_93
Level,ugly,ppt_93
FromBelow,ugly,ppt_93
FromBelow,ugly,ppt_93
Level,ugly,ppt_93
Level,ugly,ppt_93
Level,ugly,ppt_93
Level,ugly,ppt_93
FromBelow,ugly,ppt_93
FromBelow,ugly,ppt_93
FromBelow,ugly,ppt_94
FromBelow,ugly,ppt_94
Level,ugly,ppt_94
Level,ugly,ppt_94
FromBelow,ugly,ppt_94
FromBelow,not_ugly,ppt_94
Level,ugly,ppt_94
Level,ugly,ppt_94
FromBelow,not_ugly,ppt_94
FromBelow,not_ugly,ppt_94
Level,ugly,ppt_94
Level,ugly,ppt_94
Level,ugly,ppt_94
Level,ugly,ppt_94
FromBelow,ugly,ppt_94
FromBelow,ugly,ppt_94
FromBelow,not_ugly,ppt_95
FromBelow,not_ugly,ppt_95
Level,not_ugly,ppt_95
Level,not_ugly,ppt_95
FromBelow,not_ugly,ppt_95
FromBelow,not_ugly,ppt_95
Level,not_ugly,ppt_95
Level,not_ugly,ppt_95
FromBelow,not_ugly,ppt_95
FromBelow,not_ugly,ppt_95
Level,not_ugly,ppt_95
Level,not_ugly,ppt_95
Level,not_ugly,ppt_95
Level,not_ugly,ppt_95
FromBelow,not_ugly,ppt_95
FromBelow,not_ugly,ppt_95
FromBelow,not_ugly,ppt_96
FromBelow,not_ugly,ppt_96
Level,not_ugly,ppt_96
Level,not_ugly,ppt_96
FromBelow,not_ugly,ppt_96
FromBelow,not_ugly,ppt_96
Level,not_ugly,ppt_96
Level,not_ugly,ppt_96
FromBelow,ugly,ppt_96
FromBelow,not_ugly,ppt_96
Level,not_ugly,ppt_96
Level,not_ugly,ppt_96
Level,not_ugly,ppt_96
Level,not_ugly,ppt_96
FromBelow,not_ugly,ppt_96
FromBelow,not_ugly,ppt_96
FromBelow,ugly,ppt_97
FromBelow,ugly,ppt_97
Level,not_ugly,ppt_97
Level,not_ugly,ppt_97
FromBelow,ugly,ppt_97
FromBelow,ugly,ppt_97
Level,not_ugly,ppt_97
Level,ugly,ppt_97
FromBelow,not_ugly,ppt_97
FromBelow,not_ugly,ppt_97
Level,not_ugly,ppt_97
Level,not_ugly,ppt_97
Level,not_ugly,ppt_97
Level,not_ugly,ppt_97
FromBelow,not_ugly,ppt_97
FromBelow,not_ugly,ppt_97
FromBelow,ugly,ppt_98
FromBelow,ugly,ppt_98
Level,not_ugly,ppt_98
Level,not_ugly,ppt_98
FromBelow,not_ugly,ppt_98
FromBelow,not_ugly,ppt_98
Level,not_ugly,ppt_98
Level,not_ugly,ppt_98
FromBelow,ugly,ppt_98
FromBelow,ugly,ppt_98
Level,not_ugly,ppt_98
Level,not_ugly,ppt_98
Level,not_ugly,ppt_98
Level,not_ugly,ppt_98
FromBelow,not_ugly,ppt_98
FromBelow,not_ugly,ppt_98
