RTlexdec,RTnaming,Familiarity,Word,AgeSubject,WordCategory,WrittenFrequency,WrittenSpokenFrequencyRatio,FamilySize,DerivationalEntropy,InflectionalEntropy,NumberSimplexSynsets,NumberComplexSynsets,LengthInLetters,Ncount,MeanBigramFrequency,FrequencyInitialDiphone,ConspelV,ConspelN,ConphonV,ConphonN,ConfriendsV,ConfriendsN,ConffV,ConffN,ConfbV,ConfbN,NounFrequency,VerbFrequency,CV,Obstruent,Frication,Voice,FrequencyInitialDiphoneWord,FrequencyInitialDiphoneSyllable,CorrectLexdec
6.48678559371293,6.20778487307407,4.27,staff,young,N,7.64539769942863,1.22866541691631,2.19722457733622,0.08232,0.53017,1.94591014905531,2.94443897916644,5,2,8.829292,13.30069,4,4.7361984483945,8,6.09807428216624,3,4.7361984483945,0.693147180559945,0,1.79175946922805,5.80513496891649,2174,88,C,obst,frication,voiceless,12.422026412175,13.1273946990515,29
6.39509463927042,6.1249021853377,3.44,sole,young,N,5.77144112313002,1.78245707656574,1.94591014905531,1.05372,0.76374,1.79175946922805,2.70805020110221,4,11,8.598048,12.41231,13,6.26720054854136,30,6.63725803128446,13,6.26720054854136,0,0,2.89037175789616,5.46806014113513,144,1,C,obst,frication,voiceless,11.2800093170072,11.6283768956582,29
6.38504261682172,6.16373576804844,4.03,slob,young,N,2.484906649788,-1.3609765531356,0.693147180559945,0,0.99836,0.693147180559945,0,4,7,7.954545,10.60569,16,5.76519110278484,18,5.76519110278484,16,5.76519110278484,0,0,1.09861228866811,0,21,0,C,obst,frication,voiceless,10.0800844211932,10.2216867057979,23
6.24984009799277,6.14139203609093,4.2,golf,young,N,6.30444880242198,0.350686122498011,2.19722457733622,0.85431,0.43518,1.09861228866811,3.17805383034795,4,3,7.812543,11.57069,2,3.71357206670431,2,4.04305126783455,1,3.55534806148941,0.693147180559945,1.94591014905531,0.693147180559945,3.13549421592915,546,51,C,obst,burst,voiced,9.07520769798469,9.21323617508821,29
6.55903433225655,6.26795927391919,3.13,splurge,young,N,2.07944154167984,-0.587786664902119,1.09861228866811,0,1.35051,1.09861228866811,0,7,0,9.336336,11.50982,5,3.52636052461616,10,4.00733318523247,4,3.49650756146648,0,0,1.79175946922805,3.09104245335832,3,10,C,obst,frication,voiceless,12.0300512012847,12.4928443036806,27
6.61284716143862,6.21580737899767,1.23,sloe,young,N,2.70805020110221,1.42711635564015,1.09861228866811,0.22229,0.99901,1.38629436111989,0.693147180559945,4,2,7.82628,10.60569,10,3.73766961828337,41,8.8378263640077,9,3.3322045101752,0.693147180559945,2.70805020110221,3.49650756146648,8.83389994290864,27,0,C,obst,frication,voiceless,10.0800844211932,10.2216867057979,5
6.739099912952,6.23539063760472,2.63,cleat,young,N,3.13549421592915,1.85456037046709,0.693147180559945,0,0.89604,1.79175946922805,0,5,5,9.224882,11.29955,18,7.02464903045364,28,7.1276936993474,14,5.97635090929793,1.6094379124341,6.59441345974978,2.70805020110221,6.74875954749168,32,0,C,obst,burst,voiceless,11.0305901116039,11.393454755994,15
6.33016643905646,6.23480280570771,5.53,size,young,N,7.60887062919126,0.166729462034119,2.94443897916644,0.60093,0.57426,2.30258509299405,1.6094379124341,4,4,7.845239,12.51689,2,5.11799381241676,25,6.77650699237218,2,5.11799381241676,0,0,3.17805383034795,6.56667242980324,2198,50,C,obst,frication,voiceless,10.7102089239784,11.5162598995591,28
6.41555511933931,6.18785336111337,5.8,price,young,N,7.4442486494967,0.106530790806016,2.484906649788,0.19889,1.19033,2.19722457733622,3.43398720448515,5,4,9.091595,12.19724,15,6.04500531403601,17,6.04737217904628,15,6.04500531403601,0,0,1.09861228866811,0.693147180559945,2875,102,C,obst,burst,voiceless,11.9915666826116,12.4367715828974,29
6.5665880380567,6.15528263233738,5.3,gram,young,N,3.95124371858143,0.878550403891308,2.77258872223978,2.28928,0.95239,0.693147180559945,2.07944154167984,4,7,8.087744,11.50271,19,5.65948221575962,23,5.78996017089725,18,5.65599181081985,0.693147180559945,0.693147180559945,1.79175946922805,3.73766961828337,137,0,C,obst,burst,voiced,11.3199473279877,11.7487166961178,17
6.46103058062267,6.14354164998833,3.59,pub,young,N,5.91889385427315,-1.08888773877611,1.6094379124341,0.01926,0.90494,0.693147180559945,0.693147180559945,3,13,6.97888,10.97119,16,5.28320372873799,16,5.28320372873799,15,5.27811465923052,0,0,0,0,546,0,C,obst,burst,voiceless,9.61979750135388,9.85345661893056,25
6.39079420511006,6.21180417108946,3.83,skull,young,N,5.72358510195238,2.2454266791541,1.38629436111989,0.3483,0.67053,0.693147180559945,1.38629436111989,5,3,8.005104,10.3889,12,5.87211778947542,9,4.0943445622221,9,4.0943445622221,1.38629436111989,5.69035945432406,0,0,370,0,C,obst,frication,voiceless,11.1290114546924,11.5785633815511,30
6.25663256967742,6.1527326947041,5.97,kind,young,N,8.98794653955252,1.51465020461558,2.83321334405622,0.67921,0.62438,2.484906649788,0,4,8,8.418619,11.28078,9,7.05617528410041,16,7.06133436691044,8,7.00033446027523,0.693147180559945,4.15888308335967,2.19722457733622,4.24849524204936,8882,0,C,obst,burst,voiceless,9.2282785171072,9.43027879234144,28
6.62349401555245,6.20516363959419,3.5,sine,young,N,3.91202300542815,2.63108915996608,1.09861228866811,0.13304,0.38602,0.693147180559945,1.6094379124341,4,16,8.933406,12.51689,20,6.58202513889283,23,6.72623340235875,20,6.58202513889283,0,0,1.38629436111989,4.72738781871234,53,0,C,obst,frication,voiceless,10.7102089239784,11.5162598995591,7
6.36540458780829,6.18249804450396,5.5,score,young,N,5.96100533962327,-0.0561269542332861,2.63905732961526,0.54579,1.86304,2.94443897916644,2.30258509299405,5,7,9.354389,11.1627,20,7.87092959675514,38,9.77582462104597,20,7.87092959675514,0,0,2.94443897916644,9.61473824412392,537,417,C,obst,frication,voiceless,11.1290114546924,11.5785633815511,29
6.38227276587251,6.1849732932925,3.77,pea,young,N,3.43398720448515,-0.842678914530909,2.19722457733622,1.11821,0.65874,1.38629436111989,4.61512051684126,3,4,7.756446,12.47506,7,4.9416424226093,38,10.1328119629254,5,4.91998092582813,0.693147180559945,1.38629436111989,3.49650756146648,10.1273908151966,176,0,C,obst,burst,voiceless,10.8030592978034,11.4074982804234,30
6.3637002913647,6.10211106719505,3.83,camp,young,N,7.13089883029635,1.67557771493865,2.70805020110221,0.59555,1.1493,2.39789527279837,2.94443897916644,4,7,8.251941,12.5702,13,4.90527477843843,12,4.86753445045558,12,4.86753445045558,0.693147180559945,1.79175946922805,0,0,1395,291,C,obst,burst,voiceless,11.677057592564,11.8520726920407,28
6.3347882586783,6.09244046444798,4.23,king,young,N,7.37713371283395,0.611402933881235,2.484906649788,0.95387,0.48236,1.79175946922805,3.36729582998647,4,9,8.380726,11.28078,19,6.77422388635761,19,6.77422388635761,19,6.77422388635761,0,0,0,0,1784,0,C,obst,burst,voiceless,9.84860889102614,10.8293324972151,27
6.599802469688,6.18970046271601,3.23,grit,young,N,4.0943445622221,0.867500567704723,1.38629436111989,0.9573,0,1.6094379124341,0,4,6,8.39342,11.50271,23,9.13237883050647,25,9.13237883050647,23,9.13237883050647,0,0,1.09861228866811,0,49,10,C,obst,burst,voiced,11.3199473279877,11.7487166961178,22
6.46769872610435,6.20354715106277,4,prick,young,N,4.0943445622221,-0.712949807856125,2.19722457733622,1.41555,1.52928,2.30258509299405,0.693147180559945,5,4,8.932289,12.19724,21,5.99146454710798,22,5.99146454710798,21,5.99146454710798,0,0,0.693147180559945,0,40,86,C,obst,burst,voiceless,11.9915666826116,12.4367715828974,27
6.55250788703459,6.24862297700947,1.47,gibe,young,N,2.484906649788,1.20397280432594,1.09861228866811,0,1.25598,1.38629436111989,0,4,1,7.907556,11.28942,5,2.39789527279837,5,2.39789527279837,4,2.30258509299405,0,0,0,0,21,1,C,obst,frication,voiced,8.54694614956558,9.2798664346248,7
6.36635016558374,6.16099632897354,4.17,pie,young,N,5.42053499927229,-0.99029756111285006,2.19722457733622,0.77459,0.83019,0.693147180559945,3.17805383034795,3,7,7.324539,11.17479,7,5.13579843705026,42,9.51613246360028,6,5.04985600724954,0,0,3.58351893845611,9.50360682272186,305,0,C,obst,burst,voiceless,9.22335530905368,9.64723954557388,29
6.38333770169668,6.10746822286429,4.2,pad,young,N,5.33271879326537,0.388223301673658,2.07944154167984,0.17129,1.70594,2.39789527279837,3.36729582998647,3,19,7.563981,12.00343,19,8.60502090178176,18,8.61794309451638,15,8.60024674655152,1.38629436111989,2.94443897916644,1.09861228866811,4.49980967033027,274,155,C,obst,burst,voiceless,10.2190279531163,10.8068146180184,29
6.58796315261212,6.20050917404269,2.77,slop,young,N,3.29583686600433,0.22314355131421,2.19722457733622,1.15154,1.86827,1.79175946922805,1.79175946922805,4,11,8.110287,10.60569,19,6.23441072571837,21,6.24997524225948,19,6.23441072571837,0,0,1.09861228866811,2.19722457733622,18,50,C,obst,frication,voiceless,10.0800844211932,10.2216867057979,23
6.28142527145951,6.12249280951439,4.6,pig,young,N,5.77144112313002,0.0960581229955126,3.40119738166216,1.62122,0.97664,2.30258509299405,2.56494935746154,3,13,7.277243,11.17479,16,6.19031540585315,15,6.18826412308259,14,6.17170059741091,0.693147180559945,0.693147180559945,0,0,780,0,C,obst,burst,voiceless,11.3102950727784,11.734323493746,29
6.32704352775198,6.13122648948314,6.37,girl,young,N,8.50613224405681,0.0959008496653757,3.04452243772342,0.30607,0.95119,1.79175946922805,3.43398720448515,4,2,7.827026,11.28942,4,5.42053499927229,11,5.52942908751142,4,5.42053499927229,0,0,2.07944154167984,3.29583686600433,7856,0,C,obst,burst,voiced,9.024974184996,9.06079573469617,24
6.42994525900031,6.14804085415008,2.63,peg,young,N,4.54329478227,0.217838499084517,1.6094379124341,0.26503,1.6246,2.30258509299405,1.94591014905531,3,11,7.326565,12.47506,5,4.33073334028633,5,4.33073334028633,4,4.27666611901606,0,0,0,0,131,51,C,obst,burst,voiceless,9.09582698518742,10.1809298772577,28
6.49801102838908,6.153370788951,3.41,lure,young,N,4.60517018598809,3.32423634052603,1.09861228866811,0,1.6336,1.6094379124341,0,4,7,8.390834,10.9183,4,5.87493073085203,6,5.98896141688986,4,5.87493073085203,0,0,1.09861228866811,3.78418963391826,91,95,C,cont,short,voiced,5.50533153593236,5.54517744447956,28
6.51926527507993,6.1383747924226,3.1,turf,young,N,4.53259949315326,0.612608318075934,1.09861228866811,0,0.58208,1.6094379124341,1.09861228866811,4,3,8.136147,11.72115,3,1.6094379124341,4,1.6094379124341,2,0.693147180559945,0,0,0.693147180559945,0,93,9,C,obst,burst,voiceless,9.98916053427428,10.6273821490447,24
6.43084787341961,6.08153374419685,4.73,tune,young,N,5.59098698051086,0.232515691143073,2.30258509299405,0.28029,1.62747,1.38629436111989,1.6094379124341,4,6,8.645402,11.72115,5,4.66343909411207,16,6.0137151560428,5,4.66343909411207,0,0,2.484906649788,5.71702770140622,270,194,C,obst,burst,voiceless,9.8949007915988,10.900417737073,27
6.32602424170037,6.11412455984387,4.2,nurse,young,N,6.38519439899773,0.459869654394289,2.07944154167984,1.07006,1.45129,2.07944154167984,2.56494935746154,5,2,8.80404,10.54136,3,3.76120011569356,7,4.82028156560504,3,3.76120011569356,0,0,1.6094379124341,4.40671924726425,880,152,C,cont,short,voiced,8.3516107506265609,8.84678466694523,29
6.35200202186101,6.13166117760127,4.63,source,young,N,7.22766249872865,2.9509963797126,1.79175946922805,0.98635,0.97105,2.07944154167984,2.484906649788,6,0,9.505268,12.41231,1,4.55387689160054,9,6.8265452235566,1,4.55387689160054,0,0,2.19722457733622,6.71901315438526,2294,0,C,obst,frication,voiceless,10.4655574694891,10.5840559508892,25
6.29642768804402,6.10613162208611,6.1,job,young,N,8.38320455141292,-0.0936665205247129,2.07944154167984,0.02138,0.84348,2.70805020110221,2.484906649788,3,14,6.381545,10.09712,16,5.76519110278484,18,5.76519110278484,15,4.39444915467244,0,0,1.09861228866811,0,5966,3,C,obst,frication,voiced,9.36056908522287,9.60001479417802,30
6.48387158534995,6.20738205333045,3.73,slot,young,N,4.49980967033027,0.328504066972036,1.38629436111989,0.05943,1.43678,2.19722457733622,1.79175946922805,4,14,8.243572,10.60569,23,8.6383483129727,28,8.93115542977835,22,8.63817111796914,0.693147180559945,0.693147180559945,1.94591014905531,7.56112158953024,102,42,C,obst,frication,voiceless,10.0800844211932,10.2216867057979,28
6.42530652948246,6.17503532330237,4.13,lung,young,N,5.13579843705026,1.45696931878983,1.6094379124341,0.32526,0.96843,0.693147180559945,2.19722457733622,4,5,8.268149,10.9183,14,5.28320372873799,16,6.42486902390539,14,5.28320372873799,0,0,1.09861228866811,6.04263283368238,427,0,C,cont,short,voiced,10.0149842035498,10.3750836631101,26
6.32191871140363,6.0915361008322,5.6,house,young,N,9.05975001334368,-0.0089807102995536,4.64439089914137,1.58705,0.89376,2.63905732961526,4.64439089914137,5,4,9.385128,12.69734,9,6.4150969591716,6,6.40687998606931,6,6.40687998606931,1.38629436111989,1.79175946922805,0,0,10864,246,C,obst,frication,voiceless,10.8334642035148,11.1636658167856,28
6.48004456192665,6.21979462510949,3.4,vow,young,N,4.53259949315326,3.25166564769119,1.94591014905531,0.58535,1.72507,1.38629436111989,0,3,12,6.870888,10.40408,28,8.22710823434815,17,7.70526247486633,11,7.69712131728263,2.83321334405622,7.33823815006559,1.79175946922805,2.83321334405622,123,79,C,obst,frication,voiced,5.99645208861902,6.89060912014717,25
6.42774979755603,6.13859061199828,4,tube,young,N,5.57972982598622,0.328504066972036,2.19722457733622,0.55975,0.98468,1.94591014905531,4.06044301054642,4,3,8.34615,11.72115,3,3.52636052461616,4,3.52636052461616,3,3.52636052461616,0,0,0.693147180559945,0,428,1,C,obst,burst,voiceless,9.8949007915988,10.900417737073,27
6.4831073514572,6.21620681978589,1.2,dross,young,N,2.63905732961526,1.35812348415319,0.693147180559945,0,0,1.09861228866811,0,5,4,8.746542,11.03329,10,5.52942908751142,2,1.79175946922805,2,1.79175946922805,2.19722457733622,5.50938833662798,0,0,13,0,C,obst,burst,voiced,10.5885269537019,10.8999748264046,1
6.41139124715715,6.13599769784028,3.07,pup,young,N,2.83321334405622,-0.393630650461161,1.38629436111989,0.58387,0.80482,1.38629436111989,1.09861228866811,3,12,7.148345,10.97119,4,7.57250298502038,4,7.57250298502038,3,7.57147364885127,0,0,0,0,20,0,C,obst,burst,voiceless,9.61979750135388,9.85345661893056,27
6.38618884535008,6.16415655492609,3.93,pin,young,N,5.48893772615669,0.0648691543030901,3.49650756146648,1.82449,1.79062,2.77258872223978,3.49650756146648,3,15,7.727262,11.17479,17,9.98842594905232,20,10.0963780606793,16,9.9876908238182,0,0,1.38629436111989,7.81722278550817,297,271,C,obst,burst,voiceless,11.3102950727784,11.734323493746,29
6.35527397994731,6.14804085415008,3.93,pal,young,N,4.40671924726425,0.130053128248198,0.693147180559945,0,0.93115,1.09861228866811,1.09861228866811,3,9,7.703947,12.00343,2,2.07944154167984,3,5.61677109766657,1,1.79175946922805,0,0,0.693147180559945,5.59098698051086,124,0,C,obst,burst,voiceless,10.2190279531163,10.8068146180184,27
6.4161765725786,6.13122648948314,3.8,punk,young,N,4.12713438504509,0.766758997903192,1.09861228866811,0,0.88286,1.94591014905531,1.09861228866811,4,8,7.917491,10.97119,18,4.51085950651685,18,4.66343909411207,17,4.49980967033027,0.693147180559945,0.693147180559945,0.693147180559945,2.83321334405622,50,0,C,obst,burst,voiceless,9.61979750135388,9.85345661893056,29
6.4949331744204,6.1578260843232,6.17,pen,young,N,5.85793315448346,-1.01398767148946,2.56494935746154,0.85692,1.18478,1.94591014905531,2.484906649788,3,17,7.870114,12.47506,15,8.46737249643228,16,8.47595444339964,14,8.46358142196759,0,0,0.693147180559945,3.73766961828337,461,47,C,obst,burst,voiceless,9.09582698518742,10.1809298772577,27
6.3982121657811,6.13274707194187,5.3,tree,young,N,7.16549347506085,0.113118506468766,3.13549421592915,0.13109,0.97058,1.38629436111989,6.11146733950268,4,4,8.925312,12.29809,15,7.5137092478397,38,10.1328119629254,14,7.5137092478397,0.693147180559945,0,3.2188758248682,10.0571952771303,3432,5,C,obst,burst,voiceless,13.536317683424,13.6786364418022,30
6.51257707874211,6.21180417108946,2.6,pus,young,N,3.66356164612965,0.99633343954769,1.6094379124341,0.17204,0,0.693147180559945,0,3,8,7.355558,10.97119,5,6.99484998583307,9,6.99942246750796,4,6.99484998583307,0,0,1.6094379124341,1.79175946922805,38,0,C,obst,burst,voiceless,9.61979750135388,9.85345661893056,9
6.5764695690482204,6.18146487982894,2.43,pip,young,N,1.79175946922805,-2.53369681395743,1.38629436111989,0.2164,0.9198,1.94591014905531,0.693147180559945,3,16,6.999615,11.17479,25,5.9427993751267,28,6.06378520868761,24,5.8805329864007,0,0,1.38629436111989,3.91202300542815,27,1,C,obst,burst,voiceless,11.3102950727784,11.734323493746,13
6.34927884174014,6.12686918411419,4.2,pan,young,N,5.98645200528444,0.100347973834282,3.3322045101752,1.72796,0.70978,1.79175946922805,2.63905732961526,3,19,7.850091,12.00343,18,9.1018638956401,15,9.10108338603923,14,9.09929707318286,1.38629436111989,2.07944154167984,0,0,489,2,C,obst,burst,voiceless,10.2190279531163,10.8068146180184,26
6.51598595400296,6.22495439047634,2.79,zest,young,N,3.78418963391826,1.81010860789625,0.693147180559945,0,0,1.38629436111989,1.09861228866811,4,9,7.428671,10.23322,15,6.91274282049318,18,6.97354301952014,15,6.91274282049318,0,0,1.38629436111989,4.15888308335967,43,0,C,obst,frication,voiced,8.73969653784302,9.95513078568797,22
6.51970760291104,6.14654336750806,3.53,vest,young,N,4.46590811865458,-0.0731222648289627,2.07944154167984,1.07069,1.48299,1.6094379124341,1.38629436111989,4,11,8.569241,13.19376,15,6.91274282049318,18,6.97354301952014,15,6.91274282049318,0,0,1.38629436111989,4.15888308335967,132,23,C,obst,frication,voiced,10.4683182903806,11.3213048052282,29
6.58393467191435,6.08221891037645,2.57,tote,young,N,2.89037175789616,1.6094379124341,1.09861228866811,0,1.69379,1.09861228866811,0.693147180559945,4,8,9.026524,13.45478,10,5.99645208861902,23,6.37331978957701,10,5.99645208861902,0,0,2.63905732961526,5.22035582507832,15,27,C,obst,burst,voiceless,9.73937912516153,10.3311380677795,24
6.41496601770224,6.1497495260737,3.77,wreck,young,N,5.03043792139244,0.491407537908889,2.07944154167984,1.02366,1.7391,1.79175946922805,0,5,1,8.802717,9.85619,10,5.37527840768417,14,5.38449506278909,10,5.37527840768417,0,0,1.6094379124341,1.09861228866811,146,183,C,cont,short,voiced,10.5690579653258,11.3819508011274,25
6.38856140554563,6.1183174381039,2.97,pope,young,N,4.46590811865458,1.23906412413721,2.19722457733622,1.15173,0.6987,0.693147180559945,0,4,13,8.263746,12.07807,13,5.72358510195238,15,5.79301360838414,13,5.72358510195238,0,0,1.09861228866811,3.13549421592915,106,0,C,obst,burst,voiceless,9.66465913430174,10.4349389940958,29
6.54780354365027,6.13361493921266,2.13,pap,young,N,2.56494935746154,-0.507743957228582,0.693147180559945,0,0,1.38629436111989,0,3,22,7.37285,12.00343,22,5.0998664278242,23,5.08759633523238,20,5.08140436498446,0.693147180559945,1.09861228866811,1.09861228866811,0,12,0,C,obst,burst,voiceless,10.2190279531163,10.8068146180184,14
6.41176900541279,6.16352530819288,4.6,gift,young,N,6.3297209055227,1.33521499335632,1.38629436111989,0.58987,0.94933,1.79175946922805,2.30258509299405,4,5,7.767144,11.28942,9,5.03695260241363,9,5.03695260241363,9,5.03695260241363,0,0,0,0,881,0,C,obst,burst,voiced,10.2535808851093,10.7909054468412,29
6.5449185329296,6.16457716481663,2.83,dame,young,N,3.3322045101752,-0.346624608085231,0.693147180559945,0,0.99976,1.09861228866811,0.693147180559945,4,13,8.226616,11.32815,12,7.5522372875608,15,7.62070508683826,12,7.5522372875608,0,0,1.38629436111989,4.91265488573605,55,0,C,obst,burst,voiced,10.8063282366859,11.219734915344,23
6.39980883971699,6.20334490614348,4.5,skill,young,N,6.53233429222235,2.03252462189208,1.79175946922805,1.16967,0.9976,1.09861228866811,0.693147180559945,5,5,8.715746,10.3889,28,8.19284713459287,31,8.19422930481982,28,8.19284713459287,0,0,1.38629436111989,1.79175946922805,1456,0,C,obst,frication,voiceless,11.1290114546924,11.5785633815511,30
6.32423350648337,6.1416072055377,3.93,pole,young,N,5.28320372873799,0.568282678790778,3.13549421592915,1.36626,1.24321,2.56494935746154,3.40119738166216,4,16,8.427487,12.07807,13,6.26720054854136,30,6.63725803128446,13,6.26720054854136,0,0,2.89037175789616,5.46806014113513,375,16,C,obst,burst,voiceless,9.66465913430174,10.4349389940958,30
6.46980830062872,6.24707528855969,1.57,lathe,young,N,2.99573227355399,1.02165124753198,0.693147180559945,0,0.87672,0.693147180559945,0,5,3,9.744745,12.44231,3,1.79175946922805,2,1.79175946922805,2,1.79175946922805,0.693147180559945,0,0,0,27,0,C,cont,short,voiced,10.4980015381877,11.2815481087289,11
6.34191012879537,6.13643031735817,3.67,pit,young,N,5.43372200355424,1.20834917892574,2.77258872223978,2.08436,1.42049,2.39789527279837,2.30258509299405,3,16,7.586103,11.17479,23,9.13237883050647,25,9.13237883050647,22,9.13086417047439,0,0,1.09861228866811,0,307,57,C,obst,burst,voiceless,11.3102950727784,11.734323493746,26
6.5724643443489,6.1578260843232,3.37,par,young,N,5.06890420222023,0.95475701270195,1.6094379124341,0.95679,0.38007,1.38629436111989,0.693147180559945,3,16,7.714343,12.00343,14,7.19593722647557,15,8.57149196482362,12,6.75343791859778,0.693147180559945,6.14203740558736,1.09861228866811,8.3916299684409,66,7,C,obst,burst,voiceless,10.6677686442543,11.0112082335682,23
6.62313518056618,6.17607514870541,2.83,dud,young,N,2.77258872223978,-0.705569700558503,1.09861228866811,0,0.05746,1.6094379124341,0,3,8,6.959053,11.00965,8,3.98898404656427,10,5.26785815906333,7,3.97029191355212,0,0,1.09861228866811,4.94875989037817,7,0,C,obst,burst,voiced,9.64749792681684,10.6744981447512,23
6.41198245784244,6.11500873319944,4.8,pet,young,N,5.49306144334055,-0.105360515657826,1.79175946922805,0.06678,1.31765,1.6094379124341,1.09861228866811,3,18,7.641864,12.47506,13,7.71690613529839,18,7.75233516330229,12,7.71333788887187,0,0,1.79175946922805,4.40671924726425,329,46,C,obst,burst,voiceless,9.09582698518742,10.1809298772577,30
6.33203551529816,6.14804085415008,3.83,stream,young,N,6.5132301109123,1.93645939944591,2.70805020110221,1.16262,1.47898,2.39789527279837,2.30258509299405,6,2,9.784406,13.30069,11,5.64544689764324,15,6.3985949345352,10,5.64544689764324,0.693147180559945,0,1.79175946922805,5.76519110278484,863,203,C,obst,frication,voiceless,12.422026412175,13.1273946990515,30
6.36557657755812,6.10076728199843,3.6,pat,young,N,4.4188406077966,-2.14529696640345,2.19722457733622,0.51157,1.75958,1.94591014905531,0.693147180559945,3,22,7.783115,12.00343,24,9.816403445629,20,9.70607266229452,19,9.70393845007555,1.6094379124341,7.5579949585308,0,0,42,302,C,obst,burst,voiceless,10.2190279531163,10.8068146180184,29
6.40777067839402,6.12796029169652,3.57,dug,young,N,5.62040086571715,0.90547981576994,1.09861228866811,0.51409,0.06174,0.693147180559945,0,3,14,7.132112,11.00965,17,4.76217393479776,17,4.76217393479776,16,4.62497281328427,0,0,0,0,7,0,C,obst,burst,voiced,9.64749792681684,10.6744981447512,28
6.46875406965452,6.14182232869654,3.67,punt,young,N,3.68887945411394,1.71479842809193,1.38629436111989,0.65002,1.05686,1.94591014905531,0,4,7,8.297863,10.97119,9,3.36729582998647,10,5.52146091786225,9,3.36729582998647,0,0,0.693147180559945,5.40267738187228,44,6,C,obst,burst,voiceless,9.61979750135388,9.85345661893056,28
6.57592624598751,6.19603671283676,2.4,pew,young,N,3.78418963391826,1.4046434997880901,1.09861228866811,0.10216,0.98095,0.693147180559945,0,3,12,7.386772,12.47506,29,7.99057688174392,66,10.5997548604323,26,7.9885429827377,1.09861228866811,1.94591014905531,3.68887945411394,10.523499364733,74,0,C,obst,burst,voiceless,8.9152979451181,10.0740738531117,23
6.41244204684665,6.18208490671663,3.93,paw,young,N,4.07753744390572,0.0240148762038743,1.38629436111989,0.06268,1.54678,1.6094379124341,1.09861228866811,3,16,7.19144,12.00343,19,6.68461172766793,20,6.69084227741856,18,6.68085467879022,0,0,0.693147180559945,1.79175946922805,108,27,C,obst,burst,voiceless,10.0481505087767,11.0036486411941,29
6.42113434391296,6.10791335975123,2.4,axe,young,N,4.85203026391962,1.37387184112133,2.07944154167984,1.00557,0.81914,1.38629436111989,2.19722457733622,3,6,6.539839,8.88489,1,1.94591014905531,17,5.64544689764324,0,0,0,0,2.83321334405622,5.62401750618734,153,4,V,cont,short,voiced,10.19125712116,10.6593747629173,27
6.32698990701146,6.09852361940139,5.87,dad,young,N,6.3297209055227,-2.78362386712729,1.79175946922805,1.09653,0.09597,0.693147180559945,0.693147180559945,3,12,7.395662,11.32815,19,8.60502090178176,18,8.61794309451638,15,8.59895749321888,1.38629436111989,2.94443897916644,1.09861228866811,4.49980967033027,567,0,C,obst,burst,voiced,8.92092346223069,9.28776426894099,30
6.33498332699716,6.12161523157303,3.37,hail,young,N,4.59511985013459,1.92789164355263,1.94591014905531,0.58466,1.37862,2.07944154167984,0,4,12,8.67753,13.49254,19,5.4553211153577,40,6.18826412308259,19,5.4553211153577,0,0,3.09104245335832,5.53733426701854,66,129,C,obst,frication,voiceless,8.76170676846664,9.29523283899415,28
6.50440792684497,6.16520774812706,3.43,prep,young,N,3.52636052461616,-1.25108088231238,0.693147180559945,0,0.02964,0.693147180559945,0.693147180559945,4,1,8.449812,12.19724,4,4.89783979995091,5,4.89783979995091,4,4.89783979995091,0,0,0.693147180559945,0,33,0,C,obst,burst,voiceless,11.9915666826116,12.4367715828974,25
6.37106468902109,6.11146733950268,3.33,ape,young,N,4.51085950651685,1.43816619182673,1.79175946922805,0.04207,1.25608,1.79175946922805,1.6094379124341,3,6,7.749192,11.58333,12,5.04342511691925,13,5.04985600724954,11,5.02388052084628,0,0,0.693147180559945,0.693147180559945,196,22,V,cont,long,voiced,5.38449506278909,5.38449506278909,28
6.4429700103778,6.1032295104388,3.93,trap,young,N,5.96870755998537,1.28657633286115,2.89037175789616,0.73706,1.62265,2.56494935746154,2.39789527279837,4,5,8.558104,12.29809,22,5.0998664278242,23,5.08759633523238,21,5.08759633523238,0.693147180559945,1.09861228866811,1.09861228866811,0,419,456,C,obst,burst,voiceless,13.536317683424,13.6786364418022,26
6.41616022349293,6.20091477129019,5.63,street,young,N,8.42222295382501,1.03873051374938,1.94591014905531,0.0415,0.74346,1.79175946922805,3.13549421592915,6,0,9.803212,13.30069,11,6.7093043402583,28,7.1276936993474,11,6.7093043402583,0,0,2.89037175789616,6.05678401322862,5762,0,C,obst,frication,voiceless,12.422026412175,13.1273946990515,26
6.39359075395063,6.09017802004401,3.33,shore,young,N,6.0282785202307,2.44475958177459,2.63905732961526,1.46496,0.94652,1.6094379124341,2.19722457733622,5,9,9.509494,12.41582,20,7.87092959675514,38,9.77582462104597,20,7.87092959675514,0,0,2.94443897916644,9.61473824412392,533,21,C,obst,frication,voiceless,9.6179365410933,9.97910509899472,28
6.44790789998078,6.15719082755224,4,pine,young,N,5.38449506278909,0.465975057600639,2.19722457733622,1.06289,1.19959,1.38629436111989,5.04342511691925,4,16,8.594867,11.17479,20,6.58202513889283,23,6.72623340235875,20,6.58202513889283,0,0,1.38629436111989,4.72738781871234,307,24,C,obst,burst,voiceless,9.22335530905368,9.64723954557388,29
